Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3,WT/rim15KO_C_T00_R1,WT/rim15KO_C_T00_R2,WT/rim15KO_C_T00_R3,WT/rim15KO_C_T06_R1,WT/rim15KO_C_T06_R2,WT/rim15KO_C_T06_R3,WT/rim15KO_C_T16_R1,WT/rim15KO_C_T16_R2,WT/rim15KO_C_T16_R3,WT/rim15KO_C_T30_R1,WT/rim15KO_C_T30_R2,WT/rim15KO_C_T30_R3,WT/rim15KO_P_T00_R1,WT/rim15KO_P_T00_R2,WT/rim15KO_P_T00_R3,WT/rim15KO_P_T06_R1,WT/rim15KO_P_T06_R2,WT/rim15KO_P_T06_R3,WT/rim15KO_P_T16_R1,WT/rim15KO_P_T16_R2,WT/rim15KO_P_T16_R3,WT/rim15KO_P_T30_R1,WT/rim15KO_P_T30_R2,WT/rim15KO_P_T30_R3
P48524,Ubiquitin ligase-binding protein BUL1,BUL1,sp|P48524|BUL1_YEAST Ubiquitin ligase-binding protein BUL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUL1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48510,Ubiquitin domain-containing protein DSK2,DSK2,sp|P48510|DSK2_YEAST Ubiquitin domain-containing protein DSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSK2 PE=1 SV=2,1.0985,1.1074,1.0516,0.81157,0.78949,0.76152,NaN,NaN,0.73175,0.68066,0.70002,0.872,1.0985,1.241,1.0516,0.8398,0.77632,0.71523,0.52995,0.53838,0.4287,0.40917,0.37137,NaN,1.1401,1.241,1.0953,0.8457,0.73745,0.90889,NaN,NaN,0.60939,0.62868,0.70938,0.55516,1.1401,1.1074,1.0953,0.77369,0.82386,0.69521,0.57698,0.48298,0.48751,0.41099,0.45274,NaN,1.0663,1.1876,1.1614,0.99002,1.0564,1.2144,NaN,NaN,0.61092,0.97489,1.0033,0.64195,1.0663,0.8420343550016841,1.1614,0.92464,1.071007818357074,1.0371,1.0146,0.8203445447087776,1.096,0.97673,1.0986958480283902,NaN
P48445,Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase,BPL1,sp|P48445|BPL1_YEAST Biotin--protein ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPL1 PE=1 SV=1,NaN,1.1965,0.99596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78735,0.99596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78735,0.78761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1965,0.78761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.598,0.9736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6722408026755853,0.9736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48439,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3,OST3,sp|P48439|OST3_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OST3 PE=1 SV=1,0.83612,0.88134,0.98194,1.0842,1.0359,0.94473,1.3871,1.1626,1.1602,NaN,1.0765,1.0589,0.83612,0.91485,0.98194,1.0868,0.79801,1.0339,0.81499,0.88543,0.8182,1.0262,NaN,NaN,0.92942,0.91485,0.9752,0.77133,0.87442,1.0515,1.0919,0.86433,0.82117,NaN,0.71612,0.90652,0.92942,0.88134,0.9752,0.79947,1.0043,0.94228,0.72121,1.2101,1.0994,0.62448,NaN,NaN,1.0795,1.0686,1.1095,0.74095,0.91258,1.1135,1.0605,0.66695,1.1094,NaN,0.61125,0.86578,1.0795,0.9358038555118847,1.1095,0.7075,1.2065491487795754,1.0145,0.91007,1.3084723585214262,1.2957,0.66416,NaN,NaN
P48415,COPII coat assembly protein SEC16,SEC16,sp|P48415|SEC16_YEAST COPII coat assembly protein SEC16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC16 PE=1 SV=2,1.0227,0.99782,1.0497,0.8697,0.68721,0.95666,NaN,0.83259,0.74505999999999994,2.7465,0.73718,1.1214,1.0227,1.0837,1.0497,0.85189,0.80038,0.94422,0.6575,0.74262,0.62176,0.57687,0.68745,NaN,0.97132,1.0837,1.0223,0.8164,0.85882,0.95582,NaN,0.91208,0.80478,6.9183,1.0079,0.9231,0.97132,0.99782,1.0223,0.81887,0.76969,0.86609,0.66475,0.68916,0.72826,0.39494,0.40066,NaN,1.0074,1.0678,0.95837,1.0761,1.2662,1.0087,NaN,1.2742,1.1632,1.9575,1.3621,1.1155,1.0074,0.9365049634763064,0.95837,0.9734,0.8541168431841476,0.89865,0.9721,0.75125835774923,1.0945,0.74005,0.592627711271779,NaN
P48365,GTPase-activating protein GYP7,GYP7,sp|P48365|GYP7_YEAST GTPase-activating protein GYP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYP7 PE=1 SV=1,1.045,1.1537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.045,1.4152,NaN,NaN,NaN,1.0914,NaN,NaN,NaN,NaN,NaN,NaN,1.1223,1.4152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1223,1.1537,NaN,NaN,NaN,1.09,NaN,NaN,NaN,NaN,NaN,NaN,1.0745,1.1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0745,0.8925383791503034,NaN,NaN,NaN,1.0583,NaN,NaN,NaN,NaN,NaN,NaN
P48363,Prefoldin subunit 3,PAC10,sp|P48363|PFD3_YEAST Prefoldin subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAC10 PE=1 SV=1,1.0374,1.1165,1.2785,1.176,0.96121,1.4598,NaN,0.97263,0.93661,1.2626,1.4062,NaN,1.0374,1.0463,1.2785,0.78237,NaN,NaN,0.66113,NaN,NaN,NaN,NaN,0.33306,1.0579,1.0463,0.95266,1.0307,1.0551,0.89021,NaN,1.0964,1.019,0.84491,0.97994,NaN,1.0579,1.1165,0.95266,0.73171,NaN,NaN,0.7079,NaN,NaN,NaN,NaN,0.35659,0.94822,0.89016,0.7706,0.8117,0.84069,0.57973,NaN,1.0556,NaN,0.74429,0.91457,NaN,0.94822,1.1233935472274648,0.7706,0.88088,NaN,NaN,1.5028,NaN,NaN,NaN,NaN,0.79079
P48362,Protein HGH1,HGH1,sp|P48362|HGH1_YEAST Protein HGH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HGH1 PE=1 SV=2,0.94146,0.97165,1.0132,1.0436,0.94317,0.82401,1.1035,0.8594,0.78573,1.1278,1.3343,1.2365,0.94146,0.90479,1.0132,0.80124,0.85572,0.81986,0.69085,0.84534,0.64728,0.69712,0.72836,0.65542,0.9905,0.90479,1.0178,1.0322,1.1186,0.97901,0.863,1.0283,0.92787,1.0284,1.0398,1.0828,0.9905,0.97165,1.0178,0.90012,0.75016,0.91097,0.65552,0.79847,0.74624,0.78174,0.81519,0.77433,1.086,0.94646,1.0421,0.99845,1.0016,1.1183,0.89544,1.0199,0.94993,1.0698,0.84244,0.86515,1.086,1.0565686875303764,1.0421,1.0851,0.8762705923589205,1.1114,0.92684,0.9232757824762257,1.197,1.0592,1.1277644325653258,1.149
P48361,Activator of SKN7 protein 10,ASK10,sp|P48361|ASK10_YEAST Activator of SKN7 protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASK10 PE=1 SV=2,0.91446,0.90559,1.0613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91446,1.0199,1.0613,NaN,NaN,1.043,NaN,NaN,NaN,NaN,NaN,NaN,0.96283,1.0199,0.87832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96283,0.90559,0.87832,NaN,NaN,1.0244,NaN,NaN,NaN,NaN,NaN,NaN,1.082,1.0251,0.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.082,0.97551458394303,0.84,NaN,NaN,1.0223,NaN,NaN,NaN,NaN,NaN,NaN
P48360,"Probable NADPH:adrenodoxin oxidoreductase, mitochondrial",ARH1,"sp|P48360|ADRO_YEAST Probable NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARH1 PE=1 SV=1",0.93261,0.9878,1.0228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.93261,0.94493,1.0228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92455,0.9235,0.94493,1.0212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9235,0.9878,1.0212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99894,1.0187,0.92963,1.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0187,1.0756967825909234,1.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1335
P48353,Protein HLJ1,HLJ1,sp|P48353|HLJ1_YEAST Protein HLJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HLJ1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48240,Exosome complex component MTR3,MTR3,sp|P48240|MTR3_YEAST Exosome complex component MTR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTR3 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48239,Glutathione S-transferase omega-like 1,GTO1,sp|P48239|GTO1_YEAST Glutathione S-transferase omega-like 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GTO1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48235,Extender of the chronological lifespan protein 1,ECL1,sp|P48235|ECL1_YEAST Extender of the chronological lifespan protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECL1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48234,Ribosome biogenesis protein ENP2,ENP2,sp|P48234|NOL10_YEAST Ribosome biogenesis protein ENP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENP2 PE=1 SV=2,1.2208,1.0513,1.1397,4.1741,3.4626,1.24,0.76211,1.9703,2.5986,1.5259,NaN,7.11,1.2208,0.69672,1.1397,0.93388,0.5945,0.96861,NaN,1.3377,NaN,NaN,1.2796,NaN,0.89756,0.69672,1.15,1.6203,1.9425,1.357,0.86033,1.3677,1.4107,1.4329,NaN,2.2718,0.89756,1.0513,1.15,0.91562,0.76775,0.98155,NaN,1.512,NaN,NaN,1.4041,NaN,0.72313,0.74089,1.0929,0.43317,0.67757,0.99075,1.1986,0.76228,0.66521,0.98024,NaN,0.38017,0.72313,1.349728029801995,1.0929,1.1267,1.044440962974568,1.0093,NaN,1.190164480731237,NaN,NaN,1.1186433093943666,NaN
P48231,Tricalbin-2,TCB2,sp|P48231|TCB2_YEAST Tricalbin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCB2 PE=1 SV=1,1.014,0.98632,1.0236,0.76338,1.0365,0.66082,NaN,1.492,NaN,NaN,1.4064,NaN,1.014,1.0036,1.0236,0.94034,1.0044,1.1908,NaN,NaN,NaN,NaN,NaN,NaN,1.0885,1.0036,1.1044,0.65339,0.80485,0.88962,NaN,0.76429,NaN,NaN,0.69859,NaN,1.0885,0.98632,1.1044,0.81445,0.89564,1.1708,NaN,NaN,NaN,NaN,NaN,NaN,1.167,0.9835,1.0969,0.88119,0.84698,1.1607,NaN,0.38181,NaN,NaN,0.48657,NaN,1.167,1.0167768174885612,1.0969,0.80212,0.9398496240601504,0.86039,NaN,NaN,NaN,NaN,NaN,NaN
P48164,40S ribosomal protein S7-B,RPS7B,sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1,1.0511,1.0366,0.9891,0.9703,0.93093,0.94182,0.89694,0.85289,0.98947,0.90573,0.9125,1.0103,1.0511,0.99118,0.9891,0.5272,0.44987,0.49689,0.25018,0.31371,0.28811,0.1949,0.22856,0.22052,1.0274,0.99118,0.98151,1.0155,0.94382,0.96787,0.97393,1.0102,1.0224,0.93293,1.0133,0.98799,1.0274,1.0366,0.98151,0.5357,0.55287,0.48786,0.35895,0.37034,0.3295,0.24229,0.26261,0.23572,0.96393,0.97899,1.0025,1.0617,1.0113,1.0121,0.99632,1.0387,0.96097,0.97876,1.2111,0.93091,0.96393,1.0214608933696974,1.0025,1.0369,1.1414482695644235,1.0737,1.2637,1.070285659242452,1.2044,1.2517,1.1569119705681594,1.063
P48015,"Aminomethyltransferase, mitochondrial",GCV1,"sp|P48015|GCST_YEAST Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV1 PE=1 SV=2",0.7342,0.9132,1.0524,4.5624,5.0025,7.7649,5.1296,8.3747,12.141,8.9989,7.8575,6.0216,0.7342,0.71885,1.0524,5.057,5.2078,5.781,3.4619,2.635,3.1325,3.3895,2.5331,2.7133,0.82718,0.71885,1.0114,2.7538,3.5381,2.7964,2.6176,3.5456,4.3817,4.6723,3.4686,2.1209,0.82718,0.9132,1.0114,3.9682,3.9258,4.0154,2.3297,1.7281,1.9399,1.6249,1.1936,1.4173,1.0583,0.7596,1.0005,0.74396,0.77727,0.40634,0.45756,0.51703,0.40219,0.56094,0.51812,0.52636,1.0583,1.3164823591363874,1.0005,0.76684,0.8416799932665601,0.77295,0.62974,0.5916109566349169,0.63707,0.5803,0.5231493591420351,0.5435
P47912,Long-chain-fatty-acid--CoA ligase 4,FAA4,sp|P47912|LCF4_YEAST Long-chain-fatty-acid--CoA ligase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA4 PE=1 SV=1,1.1056,1.0416,1.0826,0.7527,0.61807,0.61597,NaN,0.5932,NaN,0.37516,0.50044,NaN,1.1056,1.1192,1.0826,0.55498,0.48915,0.55551,0.42845,0.55108,0.49083,0.51984,0.47396,0.37551,1.0477,1.1192,1.0909,0.73649,0.62517,0.57337,NaN,0.44857,NaN,0.45765,0.39051,NaN,1.0477,1.0416,1.0909,0.51604,0.47931,0.54508,0.37565,0.57892,0.47348,0.45087,0.64374,0.7151,0.96312,1.0692,1.034,1.0327,0.99098,0.97022,NaN,0.79624,NaN,1.2814,0.79619,NaN,0.96312,0.9352787130564909,1.034,0.87704,1.2338824110062312,0.96643,0.90532,0.9767532721234615,1.0857,1.0312,1.0970686326136563,1.5303
P47818,Protein CCC1,CCC1,sp|P47818|CCC1_YEAST Protein CCC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCC1 PE=1 SV=1,0.75071,0.86052,0.82022,1.8063,1.4815,1.4077,NaN,1.7871,1.8285,NaN,1.3469,NaN,0.75071,0.85258,0.82022,1.399,1.0114,1.3705,0.88349,NaN,NaN,NaN,NaN,0.99642,0.82197,0.85258,0.90147,0.89157,0.99685,1.0326,NaN,0.84305,0.79796,NaN,0.5596,NaN,0.82197,0.86052,0.90147,0.91605,1.4418,1.1327,0.62996,NaN,NaN,NaN,NaN,0.6878,1.089,0.91234,1.0592,0.51329,0.67332,0.77604,NaN,0.47919,0.48349,NaN,0.39894,NaN,1.089,1.096082600784795,1.0592,0.67353,1.2823472083301275,0.86593,0.76854,NaN,NaN,NaN,NaN,0.85885
P47771,Aldehyde dehydrogenase [NAD(P)+] 1,ALD2,sp|P47771|ALDH2_YEAST Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD2 PE=1 SV=2,0.81432,NaN,NaN,2.1745,NaN,NaN,NaN,3.6798,3.0672,NaN,NaN,NaN,0.81432,NaN,NaN,0.85341,NaN,NaN,NaN,0.8629,0.71284,NaN,0.70752,NaN,1.0128,NaN,NaN,2.1491,NaN,NaN,NaN,1.1666,1.7906,NaN,NaN,NaN,1.0128,NaN,NaN,1.2908,NaN,NaN,NaN,1.7652,1.6428,NaN,1.6782,NaN,1.3731,NaN,NaN,0.94799,NaN,NaN,NaN,0.30292,0.69347,NaN,NaN,NaN,1.3731,NaN,NaN,1.5045,NaN,NaN,NaN,2.175473709400222,2.172,NaN,2.396185273045312,NaN
P47190,Dolichyl-phosphate-mannose--protein mannosyltransferase 3,PMT3,sp|P47190|PMT3_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT3 PE=1 SV=2,0.70348,0.87431,0.99826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70348,0.95832,0.99826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1941,0.95832,1.3812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1941,0.87431,1.3812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5855,1.5005,1.4715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5855,0.6664445184938355,1.4715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47176,"Branched-chain-amino-acid aminotransferase, cytosolic",BAT2,"sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1",0.89285,0.94564,1.0281,1.6532,1.5377,1.5917,2.0527,1.4819,1.4725,1.6773,1.5808,3.7474,0.89285,1.2224,1.0281,2.6646,3.185,2.4926,1.9943,2.2158,1.9378,1.8015,1.9747,1.5933,1.2018,1.2224,0.96282,1.5933,2.0063,1.242,1.6753,1.875,1.4674,1.6012,1.5745,1.6265,1.2018,0.94564,0.96282,2.1136,1.5555,1.548,1.4182,1.0543,1.1935,1.1902,0.96509,1.1495,1.3684,1.3513,0.96699,0.97418,1.4063,0.78316,1.1025,1.5284,0.86957,1.0763,1.1525,0.68941,1.3684,0.7400281210686006,0.96699,0.72553,0.48316181089046717,0.61005,0.70294,0.4949514947535142,0.58051,0.73956,0.5027904872039821,0.62748
P47173,Uncharacterized protein YJR142W,Uncharacterized protein YJR142W,sp|P47173|YJ9J_YEAST Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR142W PE=1 SV=1,0.88318,0.96459,0.88654,0.87546,0.39103,0.88409,NaN,NaN,NaN,NaN,NaN,NaN,0.88318,0.85634,0.88654,0.87991,NaN,0.95213,0.78959,NaN,0.7836,NaN,NaN,NaN,1.0045,0.85634,1.0714,0.84141,0.66862,0.97172,NaN,NaN,NaN,NaN,NaN,NaN,1.0045,0.96459,1.0714,0.91161,NaN,1.0558,0.71268,NaN,0.72542,NaN,NaN,NaN,1.1014,1.0221,1.0889,1.0858,1.6022,1.0848,NaN,NaN,NaN,NaN,NaN,NaN,1.1014,0.9783778495254868,1.0889,0.91533,NaN,0.96032,0.91728,NaN,0.92749,NaN,NaN,NaN
P47170,Vacuolar membrane-associated protein IML1,IML1,sp|P47170|IML1_YEAST Vacuolar membrane-associated protein IML1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IML1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47169,Sulfite reductase [NADPH] subunit beta,MET5,sp|P47169|MET5_YEAST Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET5 PE=1 SV=1,1.153,1.2176,0.90095,3.9409,5.3911,3.6461,2.8465,2.7201,3.1987,3.6994,10.475,2.5937,1.153,1.143,0.90095,8.6517,16.11,8.888,4.5663,5.8009,3.9133,3.0418,3.4504,2.7472,1.1936,1.143,0.91637,2.991,3.9535,2.8145,4.7017,2.1973,2.5956,2.5145,4.2855,2.3494,1.1936,1.2176,0.91637,11.09,16.178,11.263,5.2619,5.175,4.3554,3.304,3.4764,3.4268,0.92371,0.97372,1.0149,0.7164,0.7098,0.60176,1.1399,0.59965,0.65333,0.67047,0.43918,0.76831,0.92371,1.0269892782319352,1.0149,1.2962,1.0137464012002757,1.1491,1.1367,0.8790436005625879,1.1227,1.0334,1.0263041760316922,1.2194
P47166,Protein SGM1,SGM1,sp|P47166|SGM1_YEAST Protein SGM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SGM1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47165,Xanthine phosphoribosyltransferase 1,XPT1,sp|P47165|XPT1_YEAST Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XPT1 PE=1 SV=1,1.0769,0.90163,NaN,NaN,1.0746,NaN,NaN,NaN,NaN,NaN,1.2349,NaN,1.0769,2.5361,NaN,0.81857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7658,2.5361,NaN,NaN,1.4219,NaN,NaN,NaN,NaN,NaN,1.2062,NaN,0.7658,0.90163,NaN,1.4742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.74977,2.6364,NaN,NaN,1.3495,NaN,NaN,NaN,NaN,NaN,1.0062,NaN,0.74977,0.3793051130329237,NaN,1.7305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
